first_name,last_name,email,phone,date_of_birth,country,registration_date,last_login,total_orders,total_spent,loyalty_tier,preferred_category,is_active,marketing_consent
James,Brooks,william95@example.com,530.609.1279x5856,1953-04-21,Romania,2021-05-30,2024-12-15 18:50:31,89.97820748218521,29930.424293361768,Silver,Clothing,True,False
David,Lewis,porterronald@example.net,001-932-367-5765x76823,1947-02-11,Finland,2021-11-05,2025-04-12 18:36:31,65.38742676810386,47861.86126715091,Gold,Electronics,False,True
Patricia,Harris,krystal31@example.com,(858)297-8032x90011,1956-12-09,Jordan,2023-01-15,2025-05-14 02:20:43,58.05553890700541,35317.70642395748,Silver,Automotive,True,True
Elizabeth,Medina,gardnerjames@example.org,+1-409-661-5588x1444,1988-02-17,Belarus,2020-10-22,2024-10-07 20:47:17,79.23232491952831,7079.153531133588,Platinum,Books,False,True
Michael,Johnson,richardreyes@example.net,898.346.2617,1991-01-28,Sudan,2025-05-20,2025-08-14 10:22:33,63.61819918096931,46742.7674918917,Silver,Home & Garden,True,True
Kevin,Berg,lfox@example.org,630.934.2693x357,1980-08-03,Oman,2024-08-19,2025-06-12 01:55:43,53.43677802558554,41328.78851957991,Platinum,Beauty,False,True
Joshua,Hanson,brianna85@example.net,879-501-1324,1950-09-13,Germany,2022-10-14,2024-10-29 10:53:33,-5.308786429834873,22494.15314317829,Platinum,Home & Garden,False,False
Kimberly,Romero,brandon92@example.com,784.627.2286,1951-09-25,Central African Republic,2022-04-30,2024-09-22 08:25:30,32.71532271479972,12562.373534617782,Silver,Beauty,True,False
Dean,Clark,aaron48@example.com,(644)968-4334x502,2001-01-05,Gabon,2025-07-08,2025-08-14 02:09:10,41.799810024015294,45955.13074383705,Gold,Sports,True,True
Michelle,Matthews,kevin66@example.org,001-240-276-9474x89222,1969-09-08,Netherlands,2021-01-02,2025-02-26 09:06:08,39.28891834779425,12993.135230849804,Platinum,Electronics,True,False
Jesse,Whitaker,lhansen@example.com,3772479334,2002-07-29,Netherlands Antilles,2025-07-05,2025-04-13 23:06:47,45.09130578944132,47935.62228471524,Bronze,Automotive,False,True
Sandra,Lawrence,heather31@example.org,900.693.8862x456,1983-04-11,Jordan,2021-02-26,2025-02-26 19:59:33,68.28611620875263,22118.065080349726,Bronze,Automotive,True,False
Alan,Brown,psaunders@example.com,+1-673-364-0364x6093,1992-02-08,Macao,2021-01-21,2024-11-22 13:19:57,39.02269697986584,36510.70276725997,Gold,Books,False,True
Gary,Smith,hernandezstacy@example.org,691.832.5198x27501,2007-08-23,Taiwan,2023-05-19,2025-03-19 05:11:44,53.74165097147526,50590.76488865484,Bronze,Books,True,True
Kimberly,Ferguson,melissataylor@example.org,(300)915-2209x3084,1967-04-14,Montenegro,2024-02-18,2025-01-08 08:02:28,14.343714184380904,13303.887789829383,Platinum,Home & Garden,False,True
Nicole,Smith,seanandrews@example.com,993.219.5484x7146,1980-11-28,Liberia,2022-12-16,2024-10-27 14:26:02,98.69016032258781,30232.48152664435,Gold,Books,False,False
Brenda,Bird,farias@example.org,(274)989-2058x848,1992-09-16,Mauritius,2020-11-01,2025-03-22 10:37:57,58.10285013702437,16020.475173328705,Gold,Electronics,True,False
Sarah,Woodward,cole38@example.org,(730)214-0984x1666,1984-02-21,Nauru,2021-08-01,2025-05-03 15:58:48,8.451392545233224,15494.663231794048,Silver,Sports,True,True
Linda,Watts,susan35@example.org,(509)734-5865x20132,1957-05-18,Christmas Island,2025-09-11,2024-11-06 05:45:12,58.12707358725576,25495.94994171975,Bronze,Automotive,False,True
Mark,Stephens,wallen@example.com,001-554-773-9886x47022,1958-08-10,Gibraltar,2023-05-03,2025-08-23 18:59:17,27.58541115843961,32064.562863578238,Bronze,Beauty,True,True
Tammy,Orozco,ericgill@example.org,(544)318-1239x754,1952-02-28,Pitcairn Islands,2022-06-16,2025-01-02 15:31:38,11.992138025509341,38970.16971348027,Gold,Automotive,False,False
Wendy,Hall,baileyhelen@example.com,(807)328-3195x68384,1949-07-13,Afghanistan,2024-03-05,2024-10-18 14:42:00,82.16577304514563,16925.867729848218,Bronze,Electronics,True,True
Christopher,Barnes,mccarthycharles@example.org,(335)520-3800x747,1984-10-20,Israel,2021-07-02,2025-06-26 13:08:24,53.625270604819846,26461.11295377128,Bronze,Automotive,False,True
Samuel,Farmer,bradfordevelyn@example.com,750.717.5847,1982-12-13,Egypt,2023-02-03,2025-01-26 16:14:03,21.294820380365863,20040.19938205062,Bronze,Automotive,False,True
Nancy,Evans,stephanieperez@example.com,452-919-2010x05274,1946-01-04,Luxembourg,2022-11-25,2025-05-30 11:41:06,29.947237218172017,19398.76395128756,Gold,Clothing,True,True
Jacqueline,Evans,jcole@example.net,+1-232-408-3585x0144,1990-04-27,Uruguay,2020-11-25,2025-08-13 05:16:13,47.941641335278256,20591.75988647182,Silver,Food & Beverage,True,True
Ronald,Garrett,harveyangelica@example.net,+1-850-571-2579x30385,1953-07-11,Thailand,2024-04-23,2025-04-11 04:38:30,36.79217422025101,16521.271401983773,Silver,Books,False,False
Jill,Li,misty12@example.com,935-974-5635x1673,1974-09-27,United States of America,2022-07-20,2025-07-22 08:14:01,12.046719778843999,18217.24911728888,Platinum,Beauty,True,False
Katherine,Anderson,melissaarmstrong@example.com,283-314-8598x821,1988-06-12,French Guiana,2022-02-25,2025-03-23 08:12:00,108.50359471987997,36368.05142069823,Platinum,Books,True,False
Sarah,Long,wyattroberts@example.net,(541)895-4231,2003-10-01,Nigeria,2022-07-11,2025-03-18 14:37:09,58.73122920758767,23243.944588828774,Silver,Food & Beverage,False,False
Susan,Harrison,robertluna@example.net,001-311-777-4534x63458,1978-10-18,Tokelau,2023-04-09,2024-12-01 23:14:47,78.65627142572517,46063.42741581702,Silver,Electronics,False,True
Diane,Johnson,lewiscindy@example.net,254-327-4484x248,1956-06-27,Benin,2021-04-26,2024-12-09 18:50:09,17.518404360342892,27647.291335091802,Platinum,Electronics,True,False
John,Elliott,todd61@example.com,208.979.7820,1988-11-04,Lao People's Democratic Republic,2024-12-18,2025-07-16 14:31:48,62.04114422539851,36877.18310450257,Gold,Beauty,False,True
Lori,Golden,teresarodriguez@example.net,001-880-630-1380x08543,1956-04-19,Bhutan,2021-03-25,2025-08-13 12:14:28,21.964090809620508,38043.266241041754,Gold,Electronics,False,True
Joann,Heath,jennifer47@example.com,646.758.3807x4414,1987-06-07,Sudan,2024-08-20,2025-01-16 17:55:17,65.62385229727293,36843.576850466256,Gold,Electronics,False,True
Lori,Taylor,towens@example.net,(238)894-3708,1947-09-01,Lao People's Democratic Republic,2025-03-14,2025-03-14 16:13:59,40.95980342367429,19693.782780732658,Platinum,Electronics,True,True
Cynthia,Travis,kmiller@example.org,483.644.2461,1984-11-01,Palestinian Territory,2022-07-10,2025-03-18 22:48:46,76.38519697014861,25187.990497228366,Silver,Sports,False,False
James,Carter,petersbrandon@example.org,708-405-4747x56702,1982-12-14,Canada,2021-10-22,2025-08-04 14:20:43,62.50102342996396,1975.4266174774002,Platinum,Home & Garden,False,True
William,Randolph,sharon86@example.net,847-830-2066x6889,1988-08-22,Kuwait,2023-06-15,2025-05-19 13:55:26,58.34929756093775,9981.70820315227,Bronze,Automotive,False,True
Laura,Aguirre,silvapaul@example.com,(748)405-4090x97810,2004-11-19,American Samoa,2024-01-16,2025-03-28 08:03:01,51.912864762069695,39065.82965706474,Platinum,Electronics,True,True
Ashley,Howell,rebeccashah@example.org,5487487061,1986-11-26,Mexico,2021-03-31,2025-04-17 15:14:07,97.79568213714944,24594.50433622702,Bronze,Automotive,False,True
Christopher,Ortiz,jessica94@example.com,+1-368-930-8338x4764,1945-05-19,Sri Lanka,2024-05-06,2025-01-06 02:07:58,87.68331578652811,17615.023770652842,Gold,Clothing,True,False
Joe,Price,cturner@example.com,204.662.8661,1986-08-15,Swaziland,2024-03-07,2024-11-05 06:20:32,63.60055521303728,12879.45641611938,Gold,Food & Beverage,True,False
Andrea,Newman,benjaminkirby@example.org,001-545-876-6582,1996-10-06,French Guiana,2021-01-01,2025-04-11 21:49:45,31.086617535615968,2526.771847164381,Bronze,Clothing,False,False
Anthony,Gonzalez,dcarr@example.org,752.674.7072x10329,1974-08-02,North Macedonia,2024-06-24,2024-12-08 05:16:56,6.296512820803029,26817.401342324873,Bronze,Beauty,True,True
Susan,Zuniga,pamela14@example.org,265-203-2188x16896,1953-12-10,Malaysia,2023-07-08,2025-05-29 07:44:40,43.789850924761524,37104.92083350846,Silver,Sports,True,True
Brad,Torres,csmith@example.net,+1-578-932-9740,1974-02-05,Kuwait,2025-01-21,2025-03-19 15:41:24,71.18908505299963,26206.49521903595,Bronze,Electronics,False,False
David,West,mitchellsmith@example.com,657-670-9485,1965-12-26,Ecuador,2023-06-23,2024-10-04 04:13:09,73.98801115665938,7108.688766635725,Gold,Books,False,True
Margaret,Gilbert,xmercer@example.net,964.200.0312x1790,2002-04-16,Nigeria,2021-01-22,2025-05-13 03:07:02,12.637009027314086,44856.44078866515,Platinum,Automotive,False,True
Kelly,Walker,laurie43@example.net,8142482866,2000-04-16,Rwanda,2025-03-04,2025-04-23 01:47:56,76.6378242747318,34593.113076580936,Platinum,Automotive,False,True
Frederick,Woodard,kevin28@example.org,(434)892-7804x37896,1984-07-08,Bahrain,2021-02-03,2025-06-29 01:38:15,57.03619707238985,13448.957990750672,Platinum,Beauty,False,True
Jo,Parks,eforbes@example.com,783-352-8936x90458,1965-01-19,Tanzania,2024-02-13,2025-05-08 19:56:57,68.92648036228404,41148.43735266547,Bronze,Sports,False,True
Lisa,Williams,jasonmccoy@example.org,+1-747-989-3375,2005-04-12,Congo,2022-12-17,2025-09-04 20:52:37,85.57374580731867,14437.4342760679,Gold,Sports,True,True
Cameron,Jackson,freed@example.net,001-472-693-1772x8142,1949-10-14,Honduras,2021-07-29,2025-06-25 02:51:26,11.91193388974352,28379.406095385868,Gold,Automotive,False,False
Valerie,Lopez,jasmine87@example.org,489.322.0582x94258,1987-05-20,Turkey,2020-09-19,2025-01-03 16:24:59,10.025470848035512,21821.817337979162,Platinum,Home & Garden,True,False
Melissa,Burton,walkerann@example.com,001-729-271-6428x5415,1966-10-20,Yemen,2024-01-26,2025-06-29 08:04:10,80.85138735537018,14078.636889468606,Platinum,Books,False,True
Collin,Schultz,shannonabbott@example.org,001-226-596-1690x541,1992-03-21,Namibia,2022-04-19,2024-12-16 00:35:04,51.68805842318446,38008.29247957915,Gold,Home & Garden,True,True
Scott,Goodman,deanna77@example.org,(844)761-2314x264,1979-09-01,Saint Martin,2024-09-07,2024-12-10 15:41:36,43.77314409758857,39577.23726289687,Gold,Food & Beverage,True,True
Courtney,Scott,smithcolton@example.org,001-515-409-7836x7981,2006-08-07,Ethiopia,2022-03-09,2024-11-30 13:41:47,80.59834009695525,12327.755483823175,Silver,Beauty,False,False
Kevin,Horton,chelsea64@example.org,+1-317-578-4800x08787,1981-09-20,Austria,2025-02-18,2024-10-11 02:44:50,4.141650691484867,7044.266519317742,Gold,Clothing,True,False
Sarah,Mccormick,ericamcpherson@example.com,926.239.0886x05617,1987-05-14,Andorra,2024-10-05,2024-11-28 00:44:22,62.95646014244522,2097.933382228709,Platinum,Home & Garden,True,False
Michael,Pittman,fwilliams@example.com,578.430.0052,2006-02-04,French Polynesia,2023-03-23,2024-12-26 10:59:15,35.24174311818635,28382.306810507045,Gold,Home & Garden,True,True
Douglas,Barnett,johnstone@example.org,490-418-9567,1987-12-07,South Africa,2022-12-22,2025-01-24 19:39:23,9.795596320901648,39398.077537448866,Gold,Books,True,True
Jeffrey,Baker,micheleburch@example.org,001-785-871-9513,1964-12-11,Myanmar,2023-04-07,2025-05-18 22:04:57,68.30704631846781,12354.061879780094,Platinum,Books,False,True
Jeffrey,Logan,ugordon@example.com,957.482.7122,1976-02-22,Montserrat,2023-08-14,2024-10-13 23:01:40,23.367576651946482,4138.39690312311,Platinum,Home & Garden,False,True
Cole,Reed,dodsonjo@example.org,348-310-0960,1958-03-19,Kiribati,2024-10-19,2025-07-11 06:06:46,49.266686667596936,42324.158228122986,Gold,Automotive,False,True
Travis,Castillo,reillyabigail@example.net,592.688.0803,1988-06-30,Palau,2023-09-27,2025-05-30 16:26:47,64.17433381877457,2516.8833881124665,Bronze,Electronics,True,True
Dylan,Smith,willie15@example.org,(362)496-8725x0096,1992-04-20,Croatia,2022-09-02,2025-06-17 20:35:57,4.297130948323478,28787.475881945276,Bronze,Clothing,True,True
Andrew,Fisher,gwilliams@example.com,438-678-0042x94899,1996-12-19,Guatemala,2022-08-17,2024-09-23 19:13:21,31.21398818091211,49912.417562345785,Silver,Food & Beverage,False,True
Jeremy,Robertson,angelabryant@example.com,448-268-4740,1973-11-25,Bhutan,2024-01-05,2025-07-08 16:06:45,28.367376225730972,24952.895651294835,Gold,Electronics,False,True
Alexander,Carter,bradley47@example.com,408.353.5375x387,1976-07-20,Christmas Island,2024-07-19,2025-02-19 04:34:24,10.591446453477223,6380.03683510592,Gold,Sports,False,False
William,Williams,colin50@example.com,780-706-1694x8071,1984-03-08,Saint Helena,2022-11-29,2025-08-04 01:46:08,41.56777119650884,8591.499889482317,Bronze,Automotive,True,True
Chelsea,Thomas,jamesalicia@example.net,520-637-9468,1965-05-17,Chad,2021-03-18,2024-09-24 13:08:01,53.704603492001986,9582.729890634537,Silver,Food & Beverage,True,True
Tracy,Klein,leealicia@example.com,+1-324-919-3357x087,1994-05-05,Cote d'Ivoire,2024-02-24,2025-05-15 23:12:36,14.874669167364704,30472.125664221574,Platinum,Home & Garden,True,True
Bethany,Day,greenjessica@example.net,001-259-827-0163x34071,1988-12-03,Botswana,2022-03-21,2025-08-21 14:05:28,36.87158042300162,2103.262947649738,Silver,Electronics,False,True
Austin,Davis,heathercherry@example.net,450-553-9439x23292,1976-02-23,Norway,2021-01-19,2025-08-22 21:43:02,1.1848142784163986,47726.57843051688,Silver,Clothing,False,False
Rodney,Davies,sdavis@example.com,001-831-671-5521x3804,1947-10-09,Paraguay,2020-11-17,2024-09-17 21:29:44,20.315983198772997,876.8567897033438,Bronze,Food & Beverage,True,True
Eric,Cortez,qbaker@example.com,2048153139,1997-03-20,Svalbard & Jan Mayen Islands,2021-12-03,2025-01-04 15:46:41,91.31231386541273,13555.2148352606,Gold,Automotive,True,True
Brandy,Rivers,daisy79@example.org,001-453-920-6143x096,1965-03-25,Poland,2025-05-25,2025-04-04 03:04:05,34.01854701720758,10221.54301820705,Platinum,Home & Garden,False,False
Rachel,Baird,hayesdaniel@example.org,237.630.5983,1976-12-19,Macao,2022-01-05,2025-02-09 00:13:37,94.31545653364213,17977.63934648405,Silver,Books,True,True
Tina,Oconnell,apeters@example.net,(649)208-6946x990,2006-01-18,Namibia,2023-08-20,2025-03-15 20:55:04,45.051702383976206,3453.513852317172,Gold,Beauty,False,False
Barbara,Kennedy,qphillips@example.com,+1-704-535-5788,1963-11-26,Niger,2025-02-06,2025-01-15 19:41:56,14.155295213055032,42697.69196196589,Gold,Sports,True,True
Rachel,Duran,jeffery24@example.com,325-464-8741x86762,1987-10-14,Saudi Arabia,2022-07-10,2025-05-16 08:30:00,21.485849606006838,10055.404263276356,Bronze,Clothing,False,True
Jonathan,Ross,martinezdavid@example.com,424.848.1068,1992-11-03,Holy See (Vatican City State),2022-03-11,2025-05-01 11:53:33,77.5991402777989,21720.200151654743,Bronze,Books,True,False
Stephen,Turner,dschmidt@example.com,(736)832-7190x5767,1949-07-14,Venezuela,2021-08-15,2024-11-10 17:10:37,7.689661113063743,24603.27480362705,Bronze,Sports,True,False
Chris,Stevens,ricejill@example.org,(328)275-6691x7591,1998-04-25,Kiribati,2024-05-05,2025-04-22 13:16:01,52.858446006408734,800.6028982478338,Bronze,Books,False,False
William,Sanchez,ymartinez@example.org,278-841-7602,1958-12-09,Japan,2024-02-10,2024-11-07 09:36:02,60.856758318603795,31055.658366894007,Gold,Beauty,True,False
Norman,King,ryan29@example.com,+1-642-830-7951x43491,1988-09-04,Christmas Island,2021-03-14,2024-12-08 01:03:19,77.97506475042454,20079.20690361862,Gold,Electronics,True,True
Gary,Garcia,colerachael@example.org,001-810-947-4705x73234,1977-04-18,South Georgia and the South Sandwich Islands,2023-02-12,2025-09-01 03:27:38,54.87047935411935,6520.16833275336,Gold,Food & Beverage,True,False
Sarah,Peterson,melissabauer@example.org,001-418-751-4384x9211,1954-04-24,Saint Lucia,2021-01-17,2025-06-06 11:23:12,20.103243083790925,41816.24379788447,Silver,Automotive,False,True
Patricia,Orr,gonzalezandre@example.net,(898)846-1037x2918,1964-06-06,South Georgia and the South Sandwich Islands,2023-01-05,2025-07-07 16:02:25,5.825912455860939,43427.943961914876,Platinum,Food & Beverage,True,False
Brandy,Ross,deniseramos@example.org,+1-391-747-1185x102,1955-08-08,Northern Mariana Islands,2022-01-26,2025-02-21 05:02:32,92.20816815421416,47038.28872592519,Gold,Beauty,False,False
Nancy,Williamson,fferguson@example.com,294-590-1170x7441,1988-12-15,Costa Rica,2021-01-19,2025-09-15 22:59:19,20.817256886535226,32815.40571738189,Gold,Clothing,True,False
Tina,Hansen,gregorywagner@example.com,(861)324-4122x54580,1964-05-20,Japan,2024-07-15,2024-09-18 13:21:27,8.485911529905682,3812.6678530857953,Gold,Food & Beverage,True,True
Michael,Benson,zfrazier@example.org,272-360-2144x96027,2001-08-31,United Arab Emirates,2021-06-25,2024-12-11 20:40:09,72.90452533759634,51063.19264271517,Bronze,Automotive,False,True
Marie,Knapp,jacob24@example.org,998.793.9667,1976-11-15,Antarctica (the territory South of 60 deg S),2022-04-10,2025-07-19 08:30:27,49.788667272494656,2958.5052099310556,Platinum,Beauty,False,False
Steven,Knapp,casemary@example.com,(999)372-7224,2005-02-12,Gambia,2021-05-17,2025-01-26 03:46:13,28.793841951216812,14654.652058184593,Silver,Clothing,False,False
Jennifer,Wood,kathleenwerner@example.org,(743)565-0914,1983-07-05,Macao,2024-01-13,2025-09-08 19:28:02,55.481879766441374,22359.01907219914,Bronze,Sports,True,False
Stephen,Bennett,richardsims@example.com,335.614.6327x34758,2005-09-09,Jamaica,2025-08-08,2025-02-22 02:51:58,77.32115898312013,15577.678191884936,Platinum,Beauty,False,True
Justin,Brown,paulpatrick@example.net,+1-339-728-3616x846,1983-02-06,Yemen,2022-05-13,2025-06-07 03:19:56,65.0961884874411,28205.517270499393,Silver,Sports,True,True
Luis,Frank,ramosdaniel@example.org,001-678-668-7589x98901,2003-10-09,Togo,2022-09-13,2024-10-26 13:22:26,59.04720946085352,47216.12372874965,Platinum,Home & Garden,False,True
Kelsey,Washington,ninalee@example.com,+1-223-356-7970x4545,1946-06-16,Israel,2022-03-06,2025-04-23 00:36:54,53.19097939691043,15488.376340496781,Platinum,Home & Garden,True,False
Tracy,Daniels,jonescaleb@example.org,(233)467-2986x22697,1996-05-05,Pakistan,2023-05-07,2025-07-04 07:21:41,89.9779202765039,36699.94328427755,Bronze,Electronics,False,True
Michael,Ali,bentonlori@example.com,922.269.5316x702,1977-08-20,Grenada,2023-09-09,2025-01-13 20:06:37,37.09897287344211,23414.225907191176,Bronze,Sports,False,False
Bridget,Miller,dtaylor@example.net,309.601.0367,2003-04-15,Seychelles,2025-08-27,2025-04-30 11:58:03,82.50311789599414,13036.398920145819,Gold,Automotive,False,True
Kelly,Robinson,wandaparker@example.net,622-466-7171,1956-05-02,Tuvalu,2021-05-25,2025-04-02 21:10:15,83.51941909732801,36294.310507079856,Silver,Beauty,True,False
Kenneth,Phillips,rosedaniel@example.com,001-836-280-7375,1947-11-25,Norfolk Island,2025-09-04,2025-02-03 20:34:57,34.2137561744982,4683.708419618601,Gold,Beauty,True,True
Christopher,Wolf,daviddalton@example.org,001-658-705-4537x8282,1981-03-15,Ghana,2024-05-12,2025-07-17 23:45:07,36.175891253604036,18841.990687103586,Bronze,Home & Garden,False,False
Michael,Montes,browntimothy@example.net,(479)891-5378,1974-03-30,Antarctica (the territory South of 60 deg S),2020-12-03,2025-02-22 12:20:16,52.06584236677153,38555.663994516115,Silver,Books,True,False
Brent,Ayala,joseph28@example.org,301.409.5323,2005-03-10,Bouvet Island (Bouvetoya),2021-09-17,2024-12-08 16:42:45,52.3260845626123,21291.138240202825,Bronze,Food & Beverage,True,False
Rebecca,Johnson,taylorrollins@example.net,001-326-684-0537x6165,1966-08-25,Angola,2021-05-17,2025-06-18 14:03:28,104.51475154334683,33991.2266349615,Gold,Automotive,False,True
Edward,Olson,hardinterrance@example.org,256.893.1034x507,1953-11-07,Niger,2023-09-29,2024-11-14 05:40:22,59.51612362303453,27068.477600082664,Gold,Home & Garden,False,False
William,Gardner,timothyjackson@example.org,+1-795-516-8173x9278,1985-10-30,Denmark,2022-02-05,2025-06-07 02:50:28,6.07360355729707,18952.93499344512,Silver,Automotive,True,False
Lisa,Montoya,gallegoskirk@example.org,(383)342-6088,1990-12-21,Israel,2020-09-16,2025-06-06 10:41:33,61.59670358878895,25015.43580969982,Bronze,Electronics,False,False
Raymond,Conway,nelsonjennifer@example.org,953-210-5400x287,1967-01-04,Cape Verde,2022-08-29,2025-09-12 11:05:24,44.280800071225734,32014.20844571643,Gold,Beauty,False,True
Kevin,Fisher,dharrison@example.com,201-545-9835x171,1966-11-02,Canada,2024-05-14,2025-06-13 02:11:48,27.240529966456247,19128.73899980031,Bronze,Home & Garden,True,True
Tracy,Simmons,daniellewilliams@example.net,240-268-3553,1950-01-26,Tokelau,2022-05-20,2024-10-31 20:55:58,11.71577325009449,21025.14980525701,Silver,Beauty,True,False
Kim,Adams,weeksjenna@example.com,(411)387-9906x4766,1978-04-16,Antigua and Barbuda,2022-05-15,2025-07-13 03:29:52,43.98792407826697,53062.55704527965,Bronze,Automotive,False,True
Andrew,Rose,unielsen@example.net,+1-633-895-0020,1965-09-01,Bouvet Island (Bouvetoya),2024-01-07,2024-10-04 15:40:54,37.17467668637271,24211.515633086023,Platinum,Home & Garden,True,False
Timothy,Li,rebeccalucero@example.net,631-631-4437x01112,1950-01-22,Djibouti,2021-11-14,2024-11-17 04:24:03,8.377796743546288,42395.64138089091,Platinum,Books,False,True
Bruce,Green,prattjoanna@example.net,736-416-5392x14679,2006-03-17,Cyprus,2021-08-15,2025-03-09 01:31:12,79.87686607165223,37411.40349880614,Bronze,Clothing,False,False
Felicia,Vaughn,kimberly09@example.org,942.921.3701x6929,1953-08-28,Cuba,2023-03-18,2024-11-04 04:37:37,85.4761855525371,14545.321956296353,Bronze,Clothing,False,False
Paul,Hicks,carlsonkatie@example.com,001-908-352-3653x269,1947-02-09,Singapore,2020-12-05,2025-07-31 09:58:50,50.11201267077472,29816.383647635637,Platinum,Beauty,True,True
Jacob,Brandt,anthonyholt@example.net,(286)322-0980x7990,2005-07-15,Germany,2025-08-26,2024-10-03 11:42:43,80.72186408745276,45018.87035903128,Platinum,Electronics,False,False
Jasmine,Peterson,adouglas@example.org,001-216-522-6052x53937,1985-12-22,Antigua and Barbuda,2022-10-02,2025-01-21 22:52:23,35.75341684969793,9715.898160400955,Silver,Clothing,False,False
Kim,Cooke,opitts@example.com,(266)838-0485x1995,1969-04-12,Slovenia,2023-03-03,2024-12-18 17:16:50,73.74207495358353,37912.25372905605,Gold,Beauty,False,True
Judith,Blackburn,mrowland@example.org,001-686-668-8487x0668,1997-03-17,Ecuador,2024-09-27,2024-12-10 12:21:15,96.16668279696806,10451.958943603431,Gold,Food & Beverage,False,False
Megan,Knox,carpentermelissa@example.org,001-872-686-1907x612,1981-05-16,Gambia,2021-09-01,2025-01-14 08:08:49,47.85185058571733,37653.70687741835,Gold,Electronics,True,True
Charles,Nichols,ubarron@example.org,(361)958-0563x3978,1964-02-17,Singapore,2021-11-05,2025-08-02 10:20:30,57.848059692498,468.3925859956714,Gold,Books,False,True
Keith,Potter,olivia93@example.net,403-880-7031x7616,1964-05-07,Ukraine,2021-08-01,2024-10-19 23:40:50,44.6463777526354,18313.64987730523,Silver,Home & Garden,False,True
Patricia,Martinez,ystout@example.org,001-809-485-1576x22042,1965-08-24,United States Virgin Islands,2021-02-14,2025-04-23 08:09:36,101.63312597864346,51087.178057625366,Platinum,Automotive,True,False
Paul,Rocha,znelson@example.com,(380)904-2956,2006-06-04,Monaco,2021-01-21,2024-09-17 16:09:55,11.137572417786691,9506.1868367055,Bronze,Books,False,True
Alexander,Garner,stevenflores@example.net,(426)707-9349x76625,1946-06-25,Bosnia and Herzegovina,2024-05-14,2025-08-06 17:43:12,96.28885978034175,4462.128690118942,Gold,Sports,False,True
Katherine,Hayes,mathewgomez@example.org,913-523-8650x07861,1969-01-22,Saint Pierre and Miquelon,2022-01-13,2024-10-18 18:02:51,44.72594783833509,23307.413868165648,Gold,Home & Garden,True,True
Tonya,Barber,jsmith@example.com,+1-408-476-1152,1953-05-22,Mali,2021-08-19,2024-11-19 13:39:21,40.46140691648892,31117.256291901132,Bronze,Automotive,True,False
Kathleen,Fisher,marcus01@example.org,(202)738-5644,1955-12-13,Belarus,2023-10-22,2025-06-16 06:16:45,60.3273050670149,14779.6346709098,Bronze,Electronics,True,False
Thomas,Reyes,grichard@example.org,001-874-636-7867x43480,1959-04-08,Niger,2022-07-21,2024-10-14 02:50:18,83.20427997551393,45275.21195239126,Silver,Food & Beverage,True,False
Melissa,Wilson,smithmark@example.org,904-603-2279x615,1950-11-01,Canada,2022-01-17,2025-06-30 09:08:07,75.85679602617266,33419.675131134616,Silver,Books,True,True
Dustin,Patterson,smithalicia@example.org,823-636-5261x7700,1970-11-26,Lebanon,2022-11-24,2024-11-25 07:00:13,35.24225219494597,31698.928974994484,Gold,Clothing,True,True
Adam,Ware,tammy64@example.com,820.942.2730,1978-10-20,Saint Pierre and Miquelon,2022-06-29,2025-07-08 23:52:46,56.330611207870135,29455.81307218258,Bronze,Food & Beverage,True,True
Gary,Knight,yolanda67@example.com,645-356-6754,2000-09-26,Burundi,2023-09-11,2025-02-07 15:22:41,84.87064083024762,10380.729656303678,Bronze,Books,False,True
Richard,Johnson,diane86@example.net,2235300962,2007-05-15,Mauritania,2023-08-04,2025-03-31 00:10:51,92.80585786828325,48028.56297240991,Silver,Books,True,False
Ronald,Cannon,yolandamayo@example.org,+1-340-564-6899,1978-07-27,Mongolia,2024-07-16,2024-11-22 21:05:16,61.52283340233057,49084.79363086927,Platinum,Automotive,True,False
Dorothy,Jenkins,michaeljones@example.org,836.547.6356x54285,1945-01-11,Portugal,2024-05-24,2024-10-30 02:49:49,69.07327909346598,17218.480782300703,Platinum,Clothing,False,True
Jacob,Garcia,hartmandonald@example.com,+1-818-321-8011x2748,1955-02-23,Turkmenistan,2022-01-04,2025-06-13 00:36:34,61.30791965092167,12220.390388164566,Bronze,Beauty,True,False
Shane,Peters,owilson@example.com,001-232-587-8828x46211,2002-08-24,Netherlands,2025-08-13,2025-06-11 10:38:57,49.134712457917786,35086.8360568829,Platinum,Sports,True,True
Brett,Johnson,josephperkins@example.org,001-464-827-4712x76516,2000-02-23,Bangladesh,2021-12-07,2025-02-10 07:16:06,42.25038750274111,18933.907831510423,Gold,Electronics,True,False
Kelly,Ballard,gerald64@example.com,210.418.2247,1962-01-25,Burkina Faso,2025-05-25,2025-01-22 10:07:05,39.62843051023106,32051.794904598722,Platinum,Beauty,True,False
David,Miller,tracicurry@example.org,001-776-396-3405x6396,1996-01-29,Guernsey,2024-06-07,2025-08-20 20:18:34,69.16742766282299,43580.093055983794,Bronze,Sports,True,False
Michael,Strickland,jenniferperez@example.com,001-538-858-2282x05602,1958-05-19,Guatemala,2020-10-15,2024-10-07 04:04:00,28.489305569090313,6441.935644560306,Gold,Food & Beverage,True,False
Christopher,Burton,laura30@example.net,977.788.3579x745,1972-11-04,Korea,2025-02-09,2025-03-24 21:01:53,2.72283139749037,32704.565180754544,Bronze,Sports,True,True
