first_name,last_name,email,phone,date_of_birth,address,city,state,zip_code,country,registration_date,last_login,total_orders,total_spent,loyalty_tier,preferred_category,is_active,marketing_consent
Michael,Russell,yunderwood@example.com,+1-691-816-9289x094,1975-12-25,"9786 Rose Burg
Leeburgh, HI 19665",New Kathy,New Mexico,35977,Denmark,2021-09-04,2025-06-21 23:56:26,26.819079364439766,7026.197609550289,Bronze,Electronics,True,False
Teresa,Contreras,jameshampton@example.com,747-552-9896,1987-09-19,"3844 Anthony Ways
Barryfurt, WY 26658",Rebeccaton,Nevada,32373,Jamaica,2022-02-11,2024-12-22 08:21:43,52.71396677023804,551.413442299369,Gold,Books,True,False
Edward,Williams,todd37@example.org,001-961-426-3637x5317,2003-10-04,"453 Bauer Causeway Suite 413
Jenniferstad, AK 07235",Barbaraville,Maryland,76840,Samoa,2022-07-10,2025-04-13 17:58:43,93.77228056099062,5365.768095222093,Platinum,Beauty,False,True
Pamela,Valdez,rphillips@example.net,(690)909-1878,1987-01-28,"5139 Kelsey Fork Apt. 033
Martinezland, VI 68989",Alexandraborough,Washington,20258,Norfolk Island,2023-06-12,2024-11-08 00:52:30,19.93497939700019,30396.359954158743,Silver,Clothing,False,False
Eric,Ortega,duncanwilliam@example.com,001-798-878-4987x518,1952-05-26,"216 Day Prairie Suite 597
Valentineview, AR 03509",Kristieville,Virginia,64400,Jersey,2024-04-23,2025-08-11 06:47:32,91.45639181056883,8958.810005789981,Platinum,Electronics,True,True
Samuel,Alvarez,dylan42@example.com,(616)407-6972x693,1983-10-20,"7031 Oconnor Spur Suite 880
Port Tammy, MS 36321",Port Joyceport,Utah,01105,Solomon Islands,2022-03-17,2025-04-09 09:36:44,40.98191084558562,25600.3651507252,Bronze,Food & Beverage,False,False
Travis,Hardy,patrickscott@example.org,(535)737-1249x7164,1998-08-19,"80012 Harris Port Suite 871
Lawsonland, TX 32073",North Teresa,Washington,51728,Saint Pierre and Miquelon,2025-06-14,2024-09-27 05:01:28,99.39719856404781,48304.349070912285,Bronze,Books,False,False
Angela,Lee,david45@example.com,422-973-8884,1959-10-16,"67379 Manning Island
South Katherine, RI 42739",South Jason,Virginia,50100,Puerto Rico,2023-03-26,2024-11-15 15:58:01,6.405592720323469,35743.100405232864,Platinum,Beauty,True,False
Megan,Jones,rstewart@example.com,617.390.9415x03675,2005-11-09,"PSC 3859, Box 2909
APO AE 89850",Port Justin,Iowa,11566,Cambodia,2025-02-18,2025-02-09 19:21:06,72.6625403451193,45373.767416420065,Bronze,Electronics,True,False
James,Monroe,vmoore@example.com,(518)832-5148x60772,1970-08-01,"PSC 1802, Box 7634
APO AA 50788",Patriciahaven,Wyoming,49215,Lithuania,2020-11-27,2025-03-25 17:23:08,98.06979955396427,40728.716037186045,Silver,Beauty,False,False
Brian,Powell,ghall@example.org,6452681033,1946-04-14,"93294 Whitney Stravenue Suite 255
Charlesstad, NC 82103",Lake Aaronview,New Hampshire,61311,Macao,2024-08-16,2024-12-02 17:40:48,14.90382295042405,6241.471826412984,Platinum,Sports,False,True
Diana,Crosby,omitchell@example.com,(276)558-1731,1988-11-05,"0023 Morris Mountain
East Peter, SC 56380",New Jose,New Jersey,92414,Tanzania,2020-09-28,2025-01-12 19:58:07,12.336131081627421,22860.32907574481,Silver,Home & Garden,False,False
Shannon,Ford,amy85@example.org,540-606-9333x9841,1985-08-28,"9099 Kimberly Trafficway Suite 077
Aaronstad, RI 10167",North Daleside,Massachusetts,50548,Qatar,2021-07-20,2024-12-17 10:49:20,76.9891072278037,1692.2372339371013,Gold,Books,True,False
Heather,Cross,nancymartin@example.net,997.672.4962,1953-09-16,"6726 Gonzalez Branch Suite 665
Gordonview, GA 95776",Lake Stanleyland,Vermont,44879,Liechtenstein,2021-09-23,2024-10-31 05:39:25,54.467324211476004,38755.88245417083,Silver,Books,True,True
Shane,Case,rebecca35@example.com,933.567.7330,2004-12-21,"888 Russo Rapids Suite 194
Ernestfurt, PW 90033",Santanaland,Missouri,78580,Mauritius,2021-02-18,2025-09-10 22:56:46,13.987803754341964,17210.98957532743,Bronze,Electronics,False,True
Sandra,Ochoa,lbrandt@example.com,(507)551-7612,1966-08-21,"USS Sanchez
FPO AP 33928",Port Sarahview,California,76560,Japan,2023-09-30,2025-05-20 01:02:57,75.9623305545634,22036.354174109467,Platinum,Beauty,False,False
Christopher,Davis,vjones@example.org,801-563-5268,1977-04-02,"496 John Rapid
Mcgeetown, SD 73837",Martinezshire,Georgia,85673,British Indian Ocean Territory (Chagos Archipelago),2025-07-22,2025-01-21 13:21:57,94.02182817944956,31166.00065562383,Gold,Electronics,True,True
David,Faulkner,qsalazar@example.com,+1-551-301-4934x953,1953-08-05,"3631 Reid Keys
North Markview, AR 27371",Kellyshire,Connecticut,50563,Luxembourg,2024-07-07,2025-06-08 20:28:48,27.531028399294257,7201.383219554429,Silver,Automotive,True,True
Mia,Nichols,rfields@example.org,979-942-1856x929,1994-10-04,"87346 Lee Fort Suite 750
Kevinhaven, MP 64517",South Elizabethfurt,Georgia,66997,Belgium,2024-02-04,2025-08-27 20:38:19,35.89491914141787,26237.4648830276,Platinum,Sports,False,True
Angie,Anderson,tjohnson@example.net,001-896-710-2277x60904,1946-05-25,"54866 Valdez Glens Suite 655
Foleyburgh, MS 88988",Port Kaylee,Massachusetts,95223,Saint Barthelemy,2021-06-17,2025-03-08 11:34:12,90.46984352365673,16628.029771622223,Silver,Books,False,True
Sarah,Moore,jessicaadams@example.net,(429)970-3954,1953-12-11,"45190 Hanna Unions Suite 393
Lake Matthew, PW 80689",New Codyfurt,Massachusetts,20735,Svalbard & Jan Mayen Islands,2024-11-07,2025-02-07 00:08:20,13.202308728629188,15162.587250975927,Silver,Clothing,False,False
Brittany,Nelson,spencerchristian@example.org,001-367-961-4669x9196,1953-07-26,"5938 Randall Rest
Port Jennaview, CT 56280",Port Amberbury,Pennsylvania,82096,Singapore,2023-12-21,2025-07-31 13:30:27,56.55081216005882,2856.1173929480788,Bronze,Beauty,False,True
Julie,Yates,reneepollard@example.org,+1-740-268-2096x9042,1970-01-30,"295 Carter Fall
Danielleberg, KS 22266",Lake Jennifershire,Nevada,03020,Afghanistan,2025-07-26,2025-08-21 00:36:51,46.42287946839284,33178.42539504571,Platinum,Books,False,True
Mark,Ruiz,edgarkelley@example.net,469.857.5193x484,1986-04-14,"62280 Christopher Mountain Suite 100
Port Tracy, FL 77152",Marshallton,Alabama,54914,Togo,2020-09-24,2025-06-16 17:41:55,29.15186539147263,8404.882783462637,Bronze,Food & Beverage,True,True
Michael,Cordova,gbrady@example.net,+1-816-828-1201x4200,1946-05-29,"502 Clark Forks Suite 063
Christinastad, CO 52116",West Cody,Delaware,63467,Puerto Rico,2025-01-15,2025-03-17 19:43:01,56.35236579057428,33903.924746175886,Platinum,Food & Beverage,True,False
James,Rivas,ayalacheryl@example.com,993-691-9859x252,1986-10-23,"122 Teresa Parks Apt. 700
Lake Matthew, IL 34121",New Danielborough,Washington,40107,Yemen,2021-03-25,2025-06-01 05:44:33,49.0404576733256,6001.6767059338945,Platinum,Sports,False,False
Mary,Smith,micheal94@example.net,401.994.9921,1991-02-24,"80193 Nicholson Loaf Apt. 429
South Christopher, TX 90120",Lake Thomas,Oregon,23873,Niger,2022-03-05,2024-11-09 04:52:35,4.011212733639225,39682.63367852566,Gold,Beauty,False,True
Sara,Kemp,wmiller@example.org,390-621-7426x437,1947-07-20,"431 James Fields Apt. 926
Port Jamieland, TX 96326",Christopherport,Oregon,03570,British Indian Ocean Territory (Chagos Archipelago),2025-02-07,2025-04-29 12:07:45,95.53478323370354,11707.683539625277,Gold,Electronics,True,True
David,Wilson,krystalleach@example.com,330-978-4243,1968-02-23,"55028 Thomas Prairie
East Laura, CO 78574",Lake Mason,New York,24961,Zimbabwe,2021-10-17,2025-03-04 12:28:26,93.87587676847926,3543.8208627593526,Gold,Food & Beverage,False,False
Jennifer,Allen,scottwilliam@example.org,264.654.9347x31131,1986-10-21,"42797 Chad Harbors
Melissastad, HI 77647",North Richardview,California,56301,Malaysia,2024-07-06,2025-08-19 13:24:34,56.86617995142338,34792.21487010491,Platinum,Home & Garden,True,True
Jacqueline,Gutierrez,lisamckinney@example.org,651-228-0539x72072,1984-06-26,"8088 Elijah Valleys Suite 511
Laceychester, IA 03700",South Megan,Wyoming,46162,United States Minor Outlying Islands,2024-02-18,2025-04-19 22:04:44,58.722040533454035,25168.35364824047,Silver,Automotive,True,False
Amy,Mejia,ortizlinda@example.com,296.431.1686x0753,2003-10-08,"85303 Natalie Plaza Apt. 452
East Leonardbury, CT 92338",South Joannebury,Mississippi,36248,Nicaragua,2024-01-25,2025-09-11 20:13:05,85.88804956150263,34654.30559856922,Silver,Clothing,True,False
Joseph,Downs,donaldsonjames@example.com,2108919477,2004-03-18,"44038 Penny Streets
Aliceton, FM 97425",New Sylviaville,Minnesota,30956,New Zealand,2023-05-11,2025-04-18 22:08:10,12.643078312475723,12304.927701693545,Platinum,Automotive,True,True
Stacey,Williams,nking@example.net,001-637-549-4047x1517,1983-02-12,"0859 Thompson Plains
Victoriamouth, FM 89444",North Stevenport,Alabama,79963,Togo,2022-12-27,2025-06-26 10:53:20,24.607963091851534,45505.09720137105,Platinum,Sports,True,True
Michael,Roberts,cruzkristopher@example.com,(210)552-8770,1999-10-28,"9689 Jonathan Squares Suite 086
Martintown, AZ 71242",New Cynthiamouth,California,36816,Estonia,2020-10-05,2025-08-27 00:19:11,80.92633262575592,46673.47906960004,Silver,Automotive,False,True
April,Reid,hernandeztyler@example.com,910.250.8470x73933,1992-02-11,"3559 Joseph Island Suite 713
Wallaceburgh, OR 29231",New Markland,South Dakota,92399,Argentina,2023-10-28,2024-11-29 11:52:39,62.5492576804866,40029.33533462098,Platinum,Food & Beverage,False,True
Kristopher,Wiley,ryanalvarez@example.com,(957)907-7805,2000-10-08,"2484 Nunez Terrace Apt. 286
Paulfort, MA 34083",Port Katherine,New Mexico,88487,Brunei Darussalam,2021-12-25,2024-12-08 15:06:11,54.35721694430838,33000.266657981134,Bronze,Electronics,True,False
Timothy,White,thomashartman@example.net,972.268.0635x469,1957-06-09,"1366 Dennis Forge Suite 861
Port Michelleburgh, WY 94694",South Stevenland,Missouri,15733,Egypt,2022-07-19,2025-02-10 09:35:08,89.1376558920411,11839.158098585827,Platinum,Sports,True,False
Ashley,Esparza,michaelperez@example.com,(256)445-8106x257,1952-01-04,"USNS Vance
FPO AE 49885",Lake Anthonymouth,Missouri,21491,Germany,2025-05-22,2025-08-25 12:01:27,97.23081352261552,26688.57385119881,Silver,Clothing,True,False
Rick,Blackburn,joshua08@example.net,906-463-1947,1954-08-08,"487 Diane Path
South Laurieville, CT 53025",East Seanberg,Montana,81481,Ecuador,2025-07-13,2025-07-19 07:42:50,36.14604209719227,42493.20477878138,Gold,Electronics,True,False
Nicholas,Walker,joanna00@example.net,(725)348-6624,1973-02-18,"76624 Hopkins Prairie Apt. 923
Taylorberg, DE 94906",Lake Ryanshire,Minnesota,84759,Iran,2022-12-05,2025-01-12 11:25:36,44.587371324325915,14286.744431678868,Bronze,Food & Beverage,False,True
Gregory,Robinson,udaniels@example.net,(874)527-4976,1984-11-10,"57538 Thomas Throughway
North Joshuashire, WI 14115",Port Timothy,Tennessee,79443,Anguilla,2025-09-06,2025-08-14 13:15:33,58.671146819908095,37364.980428611474,Gold,Books,False,False
Michael,Hernandez,reginamckenzie@example.net,001-291-365-9287x3562,1994-05-14,"2463 Hughes Creek
Aguilarshire, OR 34327",Georgemouth,California,15300,Malawi,2023-08-24,2025-01-26 14:15:34,59.90038409265548,15631.184567765282,Bronze,Electronics,True,True
Anthony,Romero,hhicks@example.com,(896)944-4971,1950-04-14,"6979 Moore Plains
South Carlos, ID 71494",South Marychester,Massachusetts,47327,Burkina Faso,2024-03-17,2024-11-03 22:26:56,73.5071567518431,34898.126739178886,Silver,Sports,False,True
Ricky,Hull,timothyrodriguez@example.net,+1-909-786-8455x16449,1946-07-25,"4189 Glenn Hill
East Samuel, DC 58834",Charleshaven,Wisconsin,13226,Uzbekistan,2025-07-25,2025-01-26 07:58:43,54.92555384518603,29369.930491575666,Bronze,Clothing,True,False
Gabriel,Page,rebekahpennington@example.net,406-210-8080x38955,2005-08-21,"601 Myers Centers Suite 159
West Joshuamouth, CT 18642",Dawnport,Indiana,12257,South Africa,2022-04-12,2025-08-07 22:05:25,95.91585468590168,28051.57116622685,Bronze,Home & Garden,False,False
Madison,Williams,butlersandra@example.com,240-336-6223x7284,1980-07-15,"5332 Kayla Stream Suite 337
Port Darlene, MP 32726",Hesterhaven,Alaska,27197,Bahrain,2021-08-20,2025-02-17 01:54:09,83.49002256839307,26296.999436218182,Silver,Home & Garden,True,False
Rebecca,Woods,mhall@example.net,001-801-533-6951,1948-12-03,"6982 Parker Forest Apt. 541
Lake Devin, NE 59942",East Nicholaschester,Wisconsin,29952,Puerto Rico,2024-04-05,2025-07-11 03:13:58,60.14617661751817,22244.197590927248,Silver,Books,True,False
Shane,Williams,rogersrobin@example.net,+1-872-718-3953x8472,1986-09-03,"USNS Phillips
FPO AA 36556",Lake Karenville,Minnesota,07749,Estonia,2023-01-28,2025-04-25 23:57:55,20.648441088445686,33359.72964653613,Silver,Books,True,False
Emily,Walker,murrayrobert@example.org,861-920-6108x5361,1994-06-21,"PSC 2927, Box 5197
APO AP 93721",Nancyborough,New Mexico,26597,Netherlands Antilles,2024-08-12,2025-08-20 23:58:26,3.497236064279625,39557.793643462035,Bronze,Books,True,False
Joseph,Alvarez,imills@example.org,001-256-681-4774x7357,1950-09-11,"3600 Taylor Harbor
Kathleenville, MI 87420",West Danielborough,Tennessee,07710,Bouvet Island (Bouvetoya),2024-02-28,2024-11-06 15:36:53,87.3691065654013,6272.115590463031,Silver,Home & Garden,True,False
John,Ramirez,julie68@example.com,(993)541-6897,1960-05-27,"00143 Shawn Overpass Suite 305
North Jack, FL 79672",East Randy,Wisconsin,31095,Morocco,2023-08-07,2025-02-27 07:32:56,42.238404448438125,26014.22052246797,Platinum,Books,False,True
Patrick,Wallace,lrichards@example.com,395.670.0015x257,2000-09-22,"45872 Jane Shore Apt. 337
Port Robert, KS 18816",Port Brendan,Massachusetts,55280,Jersey,2023-04-05,2025-04-18 20:06:48,49.830262155556234,39667.083204008115,Gold,Beauty,True,True
Julia,Jackson,derekgriffin@example.net,+1-704-656-5967,1956-02-16,"6649 Michelle Glens Suite 985
Port Jordanport, VI 83784",Aliciaville,Idaho,56781,Luxembourg,2021-10-31,2024-12-02 16:41:27,29.361609983248062,31823.470110872666,Silver,Sports,False,False
Derrick,Garcia,griley@example.net,001-836-259-8749x504,1992-08-09,"4954 Jennifer Mall
New Michellehaven, ME 11413",New Jamiehaven,Minnesota,09215,Bhutan,2023-11-17,2024-10-19 18:11:31,84.59999930292224,17894.373760997765,Platinum,Home & Garden,True,False
Jennifer,Duran,cassandra53@example.com,(976)204-1083x75907,1969-02-01,"17836 Gomez Divide Apt. 238
North Amanda, VA 30304",South Jonathanmouth,Idaho,04103,Nigeria,2023-10-02,2025-08-15 21:50:09,91.52251420410445,14999.673690062371,Gold,Beauty,False,True
Olivia,Baker,ulindsey@example.net,706-648-6685,1958-10-09,"3622 Schwartz Manor Apt. 418
Donaldport, NV 83490",New Rhonda,Maryland,94812,Lebanon,2020-10-10,2025-06-23 22:32:52,53.64400870952347,8996.675577401747,Gold,Home & Garden,False,True
Antonio,King,heathchristopher@example.net,(409)990-7342,1963-07-13,"7233 Joseph Bridge Suite 972
Andreaport, MH 60442",West Benjaminfurt,Indiana,57317,Montserrat,2025-06-05,2025-08-19 12:09:33,84.1645943315378,7432.460383192541,Silver,Food & Beverage,False,False
Christopher,Wilkinson,scott93@example.net,001-226-391-7554x1586,1972-04-10,"USNV Wood
FPO AP 40778",East Jamesborough,Delaware,76356,Singapore,2021-12-15,2025-05-03 09:25:04,25.99691087922217,3249.3570508932607,Bronze,Sports,False,False
Jennifer,Kirby,lramirez@example.org,319-437-4371x9038,1963-11-05,"67564 Rachel Mills Suite 509
Nicholsonland, OK 71970",Herrerahaven,Louisiana,66809,Egypt,2024-02-11,2025-04-06 12:52:12,34.08084098129077,19491.144986362833,Platinum,Sports,True,True
Jennifer,Ryan,alexandra30@example.org,321-234-5665x997,2001-04-11,"4300 Aguilar Corners Apt. 130
Lake Richard, VT 42028",South Raymondhaven,Maryland,67692,Peru,2021-01-07,2025-08-03 14:02:28,13.624762045795428,44370.668615347306,Platinum,Books,True,False
Nicholas,Harris,catherinecoleman@example.org,224.720.3666x33887,1956-08-16,"852 Garcia Isle Apt. 960
Lake Cynthiastad, WI 41241",South Kristopher,Maine,34883,Albania,2022-02-23,2025-04-15 05:13:43,58.24211702808134,12793.310994537822,Bronze,Clothing,True,True
Jessica,Miller,michael75@example.net,(697)781-6018,1995-05-10,"110 Daniel Radial Apt. 895
New Jimmytown, NV 74413",Andreaberg,North Dakota,74625,Martinique,2023-08-10,2024-09-23 21:25:09,14.634063531107836,40479.5142407503,Bronze,Home & Garden,True,False
Gwendolyn,Johnson,davieswendy@example.com,(930)212-1775,1961-09-23,"4317 Alan Pines Apt. 291
North Allison, PA 07986",Chloeshire,West Virginia,59593,Morocco,2023-05-22,2025-02-08 01:19:30,15.70552142744949,5011.79094850027,Bronze,Books,False,False
Tamara,Brown,angela25@example.net,001-542-264-4839x58168,1973-03-02,"USNS Gould
FPO AP 19516",Guzmanville,New Jersey,72079,Lesotho,2023-08-19,2025-02-24 11:13:28,54.73327983998478,45906.296242187374,Platinum,Books,False,False
Diana,Fields,jonathanramirez@example.com,801-934-9648x2441,1947-11-21,"142 Lamb Forges Apt. 636
Lake Jenniferville, MN 33700",West Molly,Indiana,36257,Montenegro,2021-03-11,2025-08-30 19:05:36,48.536366356078375,4157.492029040674,Bronze,Clothing,False,False
Courtney,Zimmerman,kari88@example.net,478.248.1137,2001-05-13,"45098 Alexander Drives Suite 411
Torresstad, UT 90994",Lake Coreystad,California,30866,Monaco,2024-10-20,2025-04-01 04:34:20,34.44915673520247,26719.257310972826,Bronze,Books,False,False
Michael,Hanson,destinyhooper@example.com,790.517.6987,1958-11-18,"78335 James Hill
Lucasmouth, GA 70060",Tinachester,Virginia,03564,Yemen,2023-10-19,2025-07-28 01:03:52,10.171111996839201,36827.026197841886,Silver,Automotive,True,True
Kimberly,Butler,jacksonaaron@example.net,+1-769-783-0564x096,1978-03-06,"3169 Helen Park Apt. 790
Port Wendyborough, DC 62070",East Leslie,Kentucky,74265,Burundi,2020-12-17,2025-05-15 07:08:31,56.449069089898785,47086.196606101155,Platinum,Food & Beverage,False,False
Michelle,Graham,scottrichard@example.com,001-904-789-3848x69824,2006-07-22,"37123 Hill Views Suite 018
South Geraldstad, MI 53908",East Kaitlynmouth,Louisiana,46612,Western Sahara,2023-08-03,2025-01-01 19:43:35,93.6061939568585,46678.30349535299,Bronze,Electronics,True,False
Tony,Levine,davidstephens@example.com,(925)954-9503x15807,1972-05-02,"835 Monica Radial
Riveraside, IA 05608",Sarahmouth,Mississippi,77098,Singapore,2023-11-26,2025-06-02 06:14:55,51.16763652374585,3202.053015756135,Bronze,Home & Garden,False,False
David,Tucker,rogersanita@example.org,+1-683-648-5398x0594,1947-06-10,"0526 Landry Skyway Apt. 956
New Tammymouth, MS 69395",Tamifurt,Montana,38176,Korea,2022-01-08,2025-08-18 19:13:23,86.61481607804521,16133.390910228414,Gold,Books,False,False
Jenny,Whitney,kenneth71@example.net,820.967.9660,1986-03-04,"985 Riley Greens
Williamsland, NC 99502",South Tonyaburgh,California,70113,United Kingdom,2022-06-24,2024-12-09 16:55:16,94.73178516108963,36515.17412724774,Gold,Food & Beverage,False,True
Lisa,Simpson,katelynlewis@example.org,(566)574-5065,1955-11-05,"0447 Lance Land Apt. 419
Catherineport, WV 26944",Michaelberg,Missouri,39250,Bermuda,2021-08-19,2024-11-02 01:39:47,73.26551237013386,47792.69662472376,Bronze,Automotive,True,True
David,Rivera,kevincrawford@example.net,001-351-762-9312x8587,2007-03-28,"753 Osborne Viaduct
Dakotaview, MN 30197",Adamport,Nevada,82648,Sweden,2024-08-27,2024-10-13 21:28:31,29.7667434249525,49057.436929658325,Platinum,Automotive,True,False
Madison,Anderson,kimeric@example.net,001-603-571-4114x692,1962-08-10,"38597 Michael Drive Suite 404
Rubiofurt, TX 89287",West Deniseshire,Massachusetts,85977,Anguilla,2024-12-22,2025-03-06 15:24:26,57.91314675616607,34417.13289487181,Gold,Automotive,False,False
Jon,Jones,hortonscott@example.com,(202)255-7437,1972-01-24,"584 Samantha Via Apt. 117
Marytown, ID 35577",South Robert,North Carolina,65695,Libyan Arab Jamahiriya,2024-05-07,2025-04-01 02:31:04,7.9799550049721875,30062.470029254102,Platinum,Clothing,True,True
Kathleen,Webb,wellspaul@example.com,(220)489-9267x52089,1995-06-01,"08463 Smith Garden
Dawsonville, PA 29767",North Tommymouth,Iowa,52678,Uganda,2025-03-06,2024-12-05 19:41:09,41.22321023583658,44549.815712471216,Platinum,Automotive,True,True
Carl,Scott,hoffmanjaime@example.com,644.833.7726,1970-10-18,"3164 Hines Lane
Hodgesshire, MN 99304",Hendersonland,New Hampshire,65603,Tanzania,2025-02-07,2025-08-11 11:32:40,43.215549607266816,868.5587864584493,Silver,Books,False,True
Kristen,Smith,kaitlin86@example.net,437-588-0410,2003-06-11,"513 Audrey Station
Port Garretthaven, DC 54394",Christineville,Michigan,24398,Kazakhstan,2023-05-14,2025-03-26 23:56:38,1.278824893116669,37241.00666871742,Gold,Home & Garden,True,False
Dwayne,Huber,diana18@example.net,617.513.9028x0741,1983-12-29,"9133 Mark Plaza
South Craig, IN 31222",Marthatown,Ohio,93572,Costa Rica,2023-04-17,2025-05-12 12:48:01,66.42498693946447,17499.984234138126,Gold,Sports,False,False
John,Nunez,barry11@example.net,001-815-517-9295x58286,1980-03-23,"13312 Turner Meadows
Garciafurt, UT 37104",West Paul,Utah,34790,Marshall Islands,2024-06-18,2025-07-12 10:39:09,6.6968704310445,35993.18253374996,Gold,Automotive,True,False
Teresa,Neal,zoliver@example.com,462-325-7232,2004-04-11,"1669 David Plains
Erinshire, KY 02436",New Jillport,New Jersey,34943,Denmark,2023-03-26,2024-12-13 16:16:53,47.71258862852259,41336.29210292769,Gold,Electronics,False,False
Sophia,Snyder,michaelking@example.net,526.346.5503x415,1992-12-20,"79003 Jorge Mills Apt. 102
South Joseph, CT 84207",West Joshuamouth,Alaska,33817,Angola,2023-03-06,2025-06-12 12:03:25,34.091431686807006,44286.89703720554,Platinum,Sports,False,True
Lisa,Bird,schwartzjacqueline@example.net,668.473.1812,1969-01-20,"8311 Robert Rue Apt. 032
West Amanda, MO 32956",Jonesbury,Louisiana,34597,Hong Kong,2024-01-18,2025-03-27 21:59:49,4.021554557182819,3211.287022792193,Platinum,Food & Beverage,False,True
Sarah,Santiago,mhorn@example.org,205.727.0982,1989-12-10,"7602 Chase Inlet
Port Donnabury, FL 55430",Alexanderbury,Oregon,43743,United States Minor Outlying Islands,2022-09-14,2025-04-27 07:30:24,7.105614017925284,37377.02729913415,Gold,Books,False,True
Cynthia,Ali,elizabeth61@example.org,001-498-887-4173,1952-08-18,"72954 Seth Road
South Kyle, ME 72030",Leeport,Florida,75437,Dominican Republic,2025-05-18,2024-12-25 02:43:40,83.40121023748335,38767.09708872782,Platinum,Sports,False,True
Linda,Blackburn,rodrigueztaylor@example.com,789.930.9155x429,1984-04-05,"18553 Hayes Flats Apt. 813
Mcgeehaven, TX 89918",New Victor,North Dakota,07464,Suriname,2021-02-07,2024-12-15 14:39:36,18.629378684394723,14315.990823012158,Gold,Books,True,True
Tammy,Perry,kevinfox@example.com,(710)545-4742,1964-08-31,"030 Haley Locks
Jillport, OR 88018",Nicholasland,Washington,92283,Congo,2024-09-26,2025-08-15 00:19:02,66.53492529848181,25846.87031492847,Silver,Books,True,True
Erin,Brown,ostafford@example.net,840-823-5618x7390,1950-10-16,"906 Katherine Falls
South Amandaborough, MN 05129",Osbornhaven,Washington,55886,Malawi,2024-04-01,2025-02-18 08:53:04,49.664803605984176,5336.2896205055085,Platinum,Clothing,False,False
Jessica,Reed,nicholaswilliams@example.org,977.923.0289x20376,1984-08-26,"692 James Mall Suite 818
Aliciaton, MI 22843",Timothymouth,Maryland,61029,Cameroon,2025-08-14,2024-11-09 23:21:04,18.424214768384264,19567.056892152385,Bronze,Beauty,True,True
Aaron,Walker,clarkandrew@example.org,931.939.9428x7634,1947-05-09,"02584 Lonnie Mountain
Lake Jason, FM 13431",Port April,Ohio,94880,Indonesia,2023-01-04,2024-12-25 04:58:21,31.425548060999766,39908.58310455212,Gold,Sports,True,True
Kimberly,Chavez,matthew74@example.com,924.426.3003x86626,1999-10-29,"210 Thomas Plaza
North Jasonfurt, NE 05578",East Carriebury,New Hampshire,50218,Portugal,2020-12-17,2025-03-23 06:02:16,74.13251427564035,34525.482595941416,Bronze,Electronics,True,True
Bryan,Sawyer,eric92@example.org,(261)988-8152,1952-05-11,"5650 Novak Garden Apt. 602
East Raymond, PW 35827",Gutierrezton,Iowa,80148,France,2020-12-08,2025-08-05 13:03:05,51.86186275514277,29747.67050488409,Bronze,Clothing,True,True
Jennifer,Lopez,lisa06@example.com,(921)589-8224,1987-03-26,"40680 Galvan Centers
Wangmouth, AS 79596",North Hannahchester,Arkansas,84588,Armenia,2023-06-06,2025-09-09 18:51:47,51.27127998380172,46248.23584697391,Platinum,Books,False,False
John,Simpson,alan20@example.net,(848)394-7432x3831,2003-01-16,"7144 Suarez Meadow
West Sharontown, ID 44181",Blackhaven,Washington,41496,Mozambique,2020-11-01,2025-06-28 22:27:20,51.862449622448516,7826.008212081257,Silver,Automotive,False,False
Jonathan,Richardson,leeedward@example.net,2217143711,1985-12-03,"89007 Shaw Crossing Suite 712
Port Jimmychester, OH 64354",North Mindy,Colorado,50360,Cuba,2021-06-01,2024-11-24 09:24:58,3.1489049108396223,7757.72917159198,Platinum,Electronics,False,False
Mindy,Berry,sullivandiana@example.net,788-240-8677,1976-01-30,"81236 Kane Gateway Suite 653
North Heatherhaven, MI 19906",Williamview,Pennsylvania,45105,Mozambique,2021-08-05,2025-07-26 07:47:33,81.85828902464881,25329.730780902963,Platinum,Books,True,False
Ricky,Martin,aneal@example.com,(755)966-5379x4472,1956-02-17,"304 Harold Burgs
Curtishaven, CA 70094",Lake Natalie,Wisconsin,44038,South Georgia and the South Sandwich Islands,2025-05-18,2025-04-08 16:54:26,3.0245977728034292,36330.46701318176,Silver,Books,True,False
Vincent,Ramirez,cookemark@example.org,001-296-775-6810x1347,1986-03-06,"87809 Nathan Corners
New Lisafort, MO 67563",Whitehaven,South Dakota,37777,Chad,2024-09-17,2025-07-28 06:56:57,59.13138378699874,25596.66799046606,Silver,Food & Beverage,True,False
Jacob,Fuller,toni55@example.org,001-431-597-7347,2005-01-25,"993 Harper Drive
Brandonberg, FL 26288",North Michael,Texas,94441,Moldova,2025-07-02,2025-03-02 06:42:13,34.693400998318516,46305.52738922075,Silver,Books,False,False
Traci,Gill,jacksonadriana@example.com,630.886.7564x36954,1951-02-28,"5587 Brittany Freeway
Lake Shaun, VA 22068",New Luisfurt,Minnesota,65979,Korea,2023-03-23,2024-09-17 03:19:06,23.65877529531608,47643.87082104334,Platinum,Food & Beverage,True,False
Krystal,Vega,cbradford@example.com,3559710266,1977-08-09,"750 Martin Oval Suite 003
Lake Zacharyfort, GA 84718",East Amy,North Dakota,81730,American Samoa,2021-11-11,2025-03-19 06:44:18,43.981672853058974,29186.304722203768,Bronze,Food & Beverage,False,True
